drive,engine,exterior,fuel,interior,location,make,mileage,model,modification,mpg,name,price,transmission,url,vin,year
,,Aspen White,,Charcoal,"Madison, WI",Nissan,"2,975",Sentra,SV CVT,,2017 Nissan Sentra,"$14,795",,https://www.truecar.com/used-cars-for-sale/listing/3N1AB7APXHY385266/2017-nissan-sentra/,3N1AB7APXHY385266,2017
,,Crystal Black Pearl,,Black W/Cloth Seat Trim,"West Allis, WI",Honda,"35,213",Civic,EX Automatic,,2014 Honda Civic Sedan,"$13,771",,https://www.truecar.com/used-cars-for-sale/listing/2HGFB2F89EH554476/2014-honda-civic-sedan/,2HGFB2F89EH554476,2014
,,Black,,,"Glendale, WI",Honda,"20,740",Civic,LX Automatic,,2013 Honda Civic Sedan,"$13,498",,https://www.truecar.com/used-cars-for-sale/listing/2HGFB2F56DH591683/2013-honda-civic-sedan/,2HGFB2F56DH591683,2013
,,Red,,Black/Red,"West Allis, WI",Honda,"9,723",CR-Z,EX w/Navigation Automatic,,2014 Honda CR-Z,"$13,995",,https://www.truecar.com/used-cars-for-sale/listing/JHMZF1D6XES003475/2014-honda-cr-z/,JHMZF1D6XES003475,2014
,,Red,,Black,"Madison, WI",Kia,"95,522",Spectra,5dr HB Manual Spectra5,,2007 Kia Spectra,"$5,849",,https://www.truecar.com/used-cars-for-sale/listing/KNAFE161X75006030/2007-kia-spectra/,KNAFE161X75006030,2007
,,Snow White Pearl,,Black,"Madison, WI",Kia,"2,124",Forte,EX Automatic,,2016 Kia Forte Koup,"$14,409",,https://www.truecar.com/used-cars-for-sale/listing/KNAFX6A83G5634975/2016-kia-forte-koup/,KNAFX6A83G5634975,2016
,,Aurora Black,,Black,"Madison, WI",Kia,"2,798",Forte,EX Automatic,,2016 Kia Forte Koup,"$14,356",,https://www.truecar.com/used-cars-for-sale/listing/KNAFX6A8XG5634858/2016-kia-forte-koup/,KNAFX6A8XG5634858,2016
,,Silky Silver,,Gray,"Milwaukee, WI",Kia,"37,035",Forte,LX Automatic,,2015 Kia Forte,"$9,995",,https://www.truecar.com/used-cars-for-sale/listing/KNAFX4A64F5384437/2015-kia-forte/,KNAFX4A64F5384437,2015
,,Black,,Black,"Racine, WI",Kia,"25,485",Forte,Automatic LX,,2016 Kia Forte,"$11,500",,https://www.truecar.com/used-cars-for-sale/listing/KNAFK4A64G5501384/2016-kia-forte/,KNAFK4A64G5501384,2016
,,Gray,,Black W/Premium Woven Cloth Seat Trim,"Racine, WI",Kia,"33,318",Forte,LX Automatic,,2014 Kia Forte,"$9,900",,https://www.truecar.com/used-cars-for-sale/listing/KNAFX4A63E5223172/2014-kia-forte/,KNAFX4A63E5223172,2014
,,White,,Black,"West Allis, WI",Kia,"45,083",Rio,Sedan Automatic LX,,2016 Kia Rio,"$8,500",,https://www.truecar.com/used-cars-for-sale/listing/KNADM4A38G6546331/2016-kia-rio/,KNADM4A38G6546331,2016
,,Bright Silver,,,"Waukesha, WI",Kia,"34,430",Rio,LX Automatic,,2017 Kia Rio,"$13,786",,https://www.truecar.com/used-cars-for-sale/listing/KNADM4A31H6037621/2017-kia-rio/,KNADM4A31H6037621,2017
,,Black,,Black,"West Allis, WI",Kia,"37,609",Optima,LX,,2015 Kia Optima Hybrid,"$13,995",,https://www.truecar.com/used-cars-for-sale/listing/KNAGM4AD6F5086113/2015-kia-optima-hybrid/,KNAGM4AD6F5086113,2015
,,,,,"Gurnee, IL",Kia,"89,690",Spectra,4dr Sedan Auto EX,,2009 Kia Spectra,"$5,239",,https://www.truecar.com/used-cars-for-sale/listing/KNAFE222995661870/2009-kia-spectra/,KNAFE222995661870,2009
,,Soul Red Metallic,,Black,"Sheboygan, WI",Mazda,"23,418",Mazda3,i Sport 4-Door automatic,,2014 Mazda Mazda3,"$12,000",,https://www.truecar.com/used-cars-for-sale/listing/JM1BM1U76E1186218/2014-mazda-mazda3/,JM1BM1U76E1186218,2014
,,Brilliant Silver,,Charcoal,"Madison, WI",Nissan,"4,478",Sentra,S CVT,,2017 Nissan Sentra,"$13,995",,https://www.truecar.com/used-cars-for-sale/listing/3N1AB7AP2HY389554/2017-nissan-sentra/,3N1AB7AP2HY389554,2017
,,Brilliant Silver,,Charcoal,"Madison, WI",Nissan,"4,485",Sentra,SV CVT,,2017 Nissan Sentra,"$13,995",,https://www.truecar.com/used-cars-for-sale/listing/3N1AB7AP0HL714277/2017-nissan-sentra/,3N1AB7AP0HL714277,2017
,,Brilliant Silver,,Charcoal,"Madison, WI",Nissan,"1,049",Sentra,S CVT,,2017 Nissan Sentra,"$14,295",,https://www.truecar.com/used-cars-for-sale/listing/3N1AB7AP4HY385134/2017-nissan-sentra/,3N1AB7AP4HY385134,2017
,,Super Black,,Charcoal,"Madison, WI",Nissan,"5,097",Sentra,S CVT,,2017 Nissan Sentra,"$13,995",,https://www.truecar.com/used-cars-for-sale/listing/3N1AB7AP5HY372585/2017-nissan-sentra/,3N1AB7AP5HY372585,2017
,,Bellanova White Pearl,,Taupe,"Palatine, IL",Acura,"79,619",TL,SH-AWD and Automatic,,2012 Acura TL,"$17,398",,https://www.truecar.com/used-cars-for-sale/listing/19UUA9F29CA003684/2012-acura-tl/,19UUA9F29CA003684,2012
,,Jade Green Metallic,,Titanium,"Middleton, WI",Acura,"64,565",RSX,Automatic,,2005 Acura RSX,"$8,900",,https://www.truecar.com/used-cars-for-sale/listing/JH4DC54875S007169/2005-acura-rsx/,JH4DC54875S007169,2005
,,Black Sand Mica,,Ash,"Madison, WI",Toyota,"24,256",Corolla,L Automatic,,2015 Toyota Corolla,"$13,398",,https://www.truecar.com/used-cars-for-sale/listing/2T1BURHE7FC378607/2015-toyota-corolla/,2T1BURHE7FC378607,2015
,,Red,,Charcoal,"Waukesha, WI",Nissan,"20,944",Altima,2.5 S,,2016 Nissan Altima,"$13,962",,https://www.truecar.com/used-cars-for-sale/listing/1N4AL3APXGC203694/2016-nissan-altima/,1N4AL3APXGC203694,2016
,,Silver,,Charcoal,"West Allis, WI",Nissan,"52,309",Altima,2.5 S,,2015 Nissan Altima,"$11,000",,https://www.truecar.com/used-cars-for-sale/listing/1N4AL3AP4FC427493/2015-nissan-altima/,1N4AL3AP4FC427493,2015
,,Silver,,Charcoal,"West Allis, WI",Nissan,"50,853",Altima,2.5,,2015 Nissan Altima,"$11,995",,https://www.truecar.com/used-cars-for-sale/listing/1N4AL3AP3FN900708/2015-nissan-altima/,1N4AL3AP3FN900708,2015
,,Electric Blue,,Gray,"Elgin, IL",Hyundai,"41,099",Elantra,SE Automatic,,2017 Hyundai Elantra,"$10,599",,https://www.truecar.com/used-cars-for-sale/listing/5NPD74LF9HH063374/2017-hyundai-elantra/,5NPD74LF9HH063374,2017
,,White,,Gray,"Crystal Lake, IL",Hyundai,"34,656",Elantra,SE Manual,,2014 Hyundai Elantra,"$9,995",,https://www.truecar.com/used-cars-for-sale/listing/5NPDH4AE8EH507590/2014-hyundai-elantra/,5NPDH4AE8EH507590,2014
,,Quartz White Pearl,,Gray,"Elgin, IL",Hyundai,"30,087",Sonata,2.4L,,2017 Hyundai Sonata,"$13,299",,https://www.truecar.com/used-cars-for-sale/listing/5NPE24AF9HH446382/2017-hyundai-sonata/,5NPE24AF9HH446382,2017
,,Smoky Granite Mica,,Water Gray,"Buffalo Grove, IL",Lexus,"62,283",HS,4dr Sedan Hybrid Premium,,2011 Lexus HS 250h,"$14,987",,https://www.truecar.com/used-cars-for-sale/listing/JTHBB1BA9B2047936/2011-lexus-hs-250h/,JTHBB1BA9B2047936,2011
,,,,,"Rockford, IL",Toyota,"26,786",Corolla,LE Automatic,,2017 Toyota Corolla,"$14,172",,https://www.truecar.com/used-cars-for-sale/listing/5YFBURHEXHP580148/2017-toyota-corolla/?zipcode=61109,5YFBURHEXHP580148,2017
,,Super White,,,"Rockford, IL",Toyota,"23,189",Corolla,LE Automatic,,2017 Toyota Corolla,"$14,472",,https://www.truecar.com/used-cars-for-sale/listing/5YFBURHEXHP642048/2017-toyota-corolla/?zipcode=61109,5YFBURHEXHP642048,2017
,,Black Sand Pearl,,,"Rockford, IL",Toyota,"23,572",Corolla,LE Automatic,,2017 Toyota Corolla,"$14,472",,https://www.truecar.com/used-cars-for-sale/listing/5YFBURHE1HP643654/2017-toyota-corolla/?zipcode=61109,5YFBURHE1HP643654,2017
,,Classic Silver Metallic,,,"Rockford, IL",Toyota,"23,654",Corolla,LE Automatic,,2017 Toyota Corolla,"$14,472",,https://www.truecar.com/used-cars-for-sale/listing/5YFBURHE2HP637684/2017-toyota-corolla/?zipcode=61109,5YFBURHE2HP637684,2017
,,Iridescent Silver Blue Pearl Mica,,Gray,"Columbus, WI",Hyundai,"93,055",Sonata,4dr Sedan 2.4 Man GLS,,2012 Hyundai Sonata,"$7,967",,https://www.truecar.com/used-cars-for-sale/listing/5NPEB4AC8CH445030/2012-hyundai-sonata/,5NPEB4AC8CH445030,2012
,,Brilliant Silver,,Charcoal W/Cloth Seat Trim,"Crystal Lake, IL",Nissan,"9,606",Sentra,S CVT,,2017 Nissan Sentra,"$14,995",,https://www.truecar.com/used-cars-for-sale/listing/3N1AB7AP8HY204696/2017-nissan-sentra/,3N1AB7AP8HY204696,2017
,,Brilliant Silver,,Charcoal,"Milwaukee, WI",Nissan,"38,136",Altima,2.5 S,,2015 Nissan Altima,"$11,995",,https://www.truecar.com/used-cars-for-sale/listing/1N4AL3AP5FC597376/2015-nissan-altima/,1N4AL3AP5FC597376,2015
,,Gun Metallic,,,"Madison, WI",Nissan,"44,106",Sentra,S Automatic,,2016 Nissan Sentra,"$11,999",,https://www.truecar.com/used-cars-for-sale/listing/3N1AB7AP1GY248716/2016-nissan-sentra/,3N1AB7AP1GY248716,2016
,,Cayenne Red,,,"Brookfield, WI",Nissan,"34,372",Sentra,SV CVT,,2017 Nissan Sentra,"$12,972",,https://www.truecar.com/used-cars-for-sale/listing/3N1AB7AP6HL637849/2017-nissan-sentra/?zipcode=53005,3N1AB7AP6HL637849,2017
,,Taffeta White - White,,Beige Cloth,"Milwaukee, WI",Honda,"36,567",Civic,LX Automatic,,2013 Honda Civic Sedan,"$12,900",,https://www.truecar.com/used-cars-for-sale/listing/19XFB2F55DE094005/2013-honda-civic-sedan/,19XFB2F55DE094005,2013
,,Crimson Pearl,,,"Waukesha, WI",Honda,"7,036",Civic,LX Automatic,,2015 Honda Civic Sedan,"$16,786",,https://www.truecar.com/used-cars-for-sale/listing/19XFB2F57FE013234/2015-honda-civic-sedan/,19XFB2F57FE013234,2015
,,Aurora Black,,Black,"Madison, WI",Kia,"3,121",Forte,SX Automatic,,2016 Kia Forte Koup,"$14,472",,https://www.truecar.com/used-cars-for-sale/listing/KNAFZ6A37G5589912/2016-kia-forte-koup/,KNAFZ6A37G5589912,2016
,,Deep Sea Blue,,Black,"Gurnee, IL",Kia,"33,199",Forte,LX Automatic,,2017 Kia Forte,"$12,072",,https://www.truecar.com/used-cars-for-sale/listing/3KPFL4A73HE016300/2017-kia-forte/?zipcode=60031,3KPFL4A73HE016300,2017
,,Deep Sea Blue,,Black,"Kenosha, WI",Kia,"10,926",Forte,S Automatic,,2017 Kia Forte,"$13,978",,https://www.truecar.com/used-cars-for-sale/listing/3KPFL4A76HE149357/2017-kia-forte/,3KPFL4A76HE149357,2017
,,Blue,,Black,"Kenosha, WI",Kia,"18,903",Forte,LX Automatic,,2017 Kia Forte,"$13,421",,https://www.truecar.com/used-cars-for-sale/listing/3KPFL4A77HE013688/2017-kia-forte/,3KPFL4A77HE013688,2017
,,Bright Silver,,Beige,"East Dundee, IL",Kia,"11,022",Optima,LX,,2015 Kia Optima,"$15,477",,https://www.truecar.com/used-cars-for-sale/listing/KNAGM4A72F5543350/2015-kia-optima/,KNAGM4A72F5543350,2015
,,Red,,Beige,"Madison, WI",Kia,"23,803",Optima,EX,,2013 Kia Optima,"$14,547",,https://www.truecar.com/used-cars-for-sale/listing/5XXGN4A78DG245149/2013-kia-optima/,5XXGN4A78DG245149,2013
,,Silver,,Beige,"Libertyville, IL",Kia,"28,294",Optima,LX,,2015 Kia Optima,"$12,884",,https://www.truecar.com/used-cars-for-sale/listing/KNAGM4A74F5564586/2015-kia-optima/,KNAGM4A74F5564586,2015
,,Aspen White,,Charcoal,"Madison, WI",Nissan,"1,880",Sentra,SV CVT,,2017 Nissan Sentra,"$14,295",,https://www.truecar.com/used-cars-for-sale/listing/3N1AB7AP3HY384508/2017-nissan-sentra/,3N1AB7AP3HY384508,2017
,,Super Black,,Charcoal,"Madison, WI",Nissan,"3,519",Sentra,S CVT,,2017 Nissan Sentra,"$14,195",,https://www.truecar.com/used-cars-for-sale/listing/3N1AB7AP0HY369657/2017-nissan-sentra/,3N1AB7AP0HY369657,2017
,,Crystal Black Pearl,,Ebony W/Perforated Leather-Trimmed Interior,"Bristol, WI",Acura,"28,787",RDX,FWD,,2015 Acura RDX,"$21,995",,https://www.truecar.com/used-cars-for-sale/listing/5J8TB3H36FL008703/2015-acura-rdx/,5J8TB3H36FL008703,2015
,,Palladium Metallic,,Taupe,"Palatine, IL",Acura,"96,464",RDX,FWD with Technology Package,,2012 Acura RDX,"$13,398",,https://www.truecar.com/used-cars-for-sale/listing/5J8TB2H57CA001133/2012-acura-rdx/,5J8TB2H57CA001133,2012
,,Gray,,,"Highland Park, IL",Acura,"156,381",TL,Automatic,,2004 Acura TL,"$6,990",,https://www.truecar.com/used-cars-for-sale/listing/19UUA66204A024293/2004-acura-tl/,19UUA66204A024293,2004
,,Silver,,Black,"Schaumburg, IL",Lexus,"49,546",ES,Sedan,,2015 Lexus ES 350,"$24,677",,https://www.truecar.com/used-cars-for-sale/listing/JTHBK1GG7F2155796/2015-lexus-es-350/,JTHBK1GG7F2155796,2015
,,Grey,,Ash,"Madison, WI",Toyota,"40,210",Corolla,LE,,2016 Toyota Corolla,"$13,299",,https://www.truecar.com/used-cars-for-sale/listing/5YFBURHE4GP506917/2016-toyota-corolla/,5YFBURHE4GP506917,2016
,,Silver,,,"Madison, WI",Toyota,"44,061",Corolla,LE,,2016 Toyota Corolla,"$12,999",,https://www.truecar.com/used-cars-for-sale/listing/2T1BURHE7GC626937/2016-toyota-corolla/,2T1BURHE7GC626937,2016
,,Gray,,,"Madison, WI",Toyota,"21,579",Corolla,LE,,2015 Toyota Corolla,"$14,750",,https://www.truecar.com/used-cars-for-sale/listing/2T1BURHE7FC359636/2015-toyota-corolla/,2T1BURHE7FC359636,2015
,,White,,Charcoal,"Waukesha, WI",Nissan,"63,571",Altima,2.5 S,,2015 Nissan Altima,"$10,948",,https://www.truecar.com/used-cars-for-sale/listing/1N4AL3AP3FN875423/2015-nissan-altima/,1N4AL3AP3FN875423,2015
,,Gray,,Charcoal Cloth,"Milwaukee, WI",Nissan,"43,893",Altima,Sedan 2.5 SV,,2013 Nissan Altima,"$11,377",,https://www.truecar.com/used-cars-for-sale/listing/1N4AL3AP7DC211750/2013-nissan-altima/,1N4AL3AP7DC211750,2013
,,Black,,,"Milwaukee, WI",Nissan,"31,614",Altima,2.5,,2015 Nissan Altima,"$12,376",,https://www.truecar.com/used-cars-for-sale/listing/1N4AL3AP6FC186648/2015-nissan-altima/,1N4AL3AP6FC186648,2015
,,Shale Gray Metallic,,Gray,"Elgin, IL",Hyundai,"41,057",Sonata,2.4L,,2017 Hyundai Sonata,"$12,399",,https://www.truecar.com/used-cars-for-sale/listing/5NPE24AF7HH457381/2017-hyundai-sonata/,5NPE24AF7HH457381,2017
,,Gray,,Light Gray,"Brookfield, WI",Lexus,"99,385",ES,4dr Sedan,,2010 Lexus ES 350,"$11,000",,https://www.truecar.com/used-cars-for-sale/listing/JTHBK1EG6A2360943/2010-lexus-es-350/,JTHBK1EG6A2360943,2010
,,Black,,Black,"West Allis, WI",Lexus,"97,866",ES,4dr Sedan,,2007 Lexus ES 350,"$9,895",,https://www.truecar.com/used-cars-for-sale/listing/JTHBJ46G872008149/2007-lexus-es-350/,JTHBJ46G872008149,2007
,,Tungsten Pearl,,Light Gray W/Perforated Semi-Aniline Leather Seat,"West Allis, WI",Lexus,"107,771",ES,4dr Sedan,,2008 Lexus ES 350,"$9,994",,https://www.truecar.com/used-cars-for-sale/listing/JTHBJ46G382178601/2008-lexus-es-350/,JTHBJ46G382178601,2008
,,Classic Silver Metallic,,,"Rockford, IL",Toyota,"30,931",Corolla,LE Automatic,,2017 Toyota Corolla,"$13,872",,https://www.truecar.com/used-cars-for-sale/listing/5YFBURHE5HP584852/2017-toyota-corolla/?zipcode=61109,5YFBURHE5HP584852,2017
,,Grey,,Steel Gray,"Madison, WI",Toyota,"44,006",Corolla,LE,,2016 Toyota Corolla,"$12,699",,https://www.truecar.com/used-cars-for-sale/listing/5YFBURHE9GP493310/2016-toyota-corolla/,5YFBURHE9GP493310,2016
,,White,,Ash,"West Allis, WI",Toyota,"6,254",Corolla,LE,,2016 Toyota Corolla,"$14,995",,https://www.truecar.com/used-cars-for-sale/listing/2T1BURHE8GC643200/2016-toyota-corolla/,2T1BURHE8GC643200,2016
,,White,,,"Madison, WI",Hyundai,"39,834",Accent,SE Sedan Automatic,,2016 Hyundai Accent,"$9,520",,https://www.truecar.com/used-cars-for-sale/listing/KMHCT4AE0GU114519/2016-hyundai-accent/,KMHCT4AE0GU114519,2016
,,White,,,"Madison, WI",Hyundai,"8,981",Accent,SE Sedan Manual,,2016 Hyundai Accent,"$11,538",,https://www.truecar.com/used-cars-for-sale/listing/KMHCT4AE7GU079669/2016-hyundai-accent/,KMHCT4AE7GU079669,2016
,,Gray,,Gray,"Madison, WI",Hyundai,"94,044",Sonata,4dr Sedan 2.0 Auto SE,,2012 Hyundai Sonata,"$9,927",,https://www.truecar.com/used-cars-for-sale/listing/5NPEC4AB5CH415956/2012-hyundai-sonata/,5NPEC4AB5CH415956,2012
,,Black,,,"Madison, WI",Nissan,"22,489",Altima,2.5,,2015 Nissan Altima,"$14,876",,https://www.truecar.com/used-cars-for-sale/listing/1N4AL3AP7FC264760/2015-nissan-altima/,1N4AL3AP7FC264760,2015
,,Gun Metallic,,,"Rockford, IL",Nissan,"22,141",Sentra,SV CVT,,2017 Nissan Sentra,"$13,972",,https://www.truecar.com/used-cars-for-sale/listing/3N1AB7AP7HL642302/2017-nissan-sentra/?zipcode=61109,3N1AB7AP7HL642302,2017
,,Black,,Black,"Milwaukee, WI",Nissan,"30,592",Altima,2.5,,2017 Nissan Altima,"$14,898",,https://www.truecar.com/used-cars-for-sale/listing/1N4AL3AP0HC173929/2017-nissan-altima/,1N4AL3AP0HC173929,2017
,,Gun Metallic,,Charcoal,"Waukesha, WI",Nissan,"5,210",Sentra,SV Automatic,,2016 Nissan Sentra,"$13,988",,https://www.truecar.com/used-cars-for-sale/listing/3N1AB7AP9GY333867/2016-nissan-sentra/,3N1AB7AP9GY333867,2016
,,Alabaster Silver Metallic,,Stone,"West Allis, WI",Honda,"53,890",Civic,LX Automatic Sedan,,2012 Honda Civic Sedan,"$10,995",,https://www.truecar.com/used-cars-for-sale/listing/19XFB2F53CE105131/2012-honda-civic-sedan/,19XFB2F53CE105131,2012
,,Aurora Black,,Gray,"Kenosha, WI",Kia,"28,129",Forte,LX Manual,,2015 Kia Forte,"$11,493",,https://www.truecar.com/used-cars-for-sale/listing/KNAFK4A6XF5373683/2015-kia-forte/,KNAFK4A6XF5373683,2015
,,Gray,,Black,"West Allis, WI",Kia,"30,599",Optima,LX,,2015 Kia Optima,"$12,695",,https://www.truecar.com/used-cars-for-sale/listing/KNAGM4A78F5648183/2015-kia-optima/,KNAGM4A78F5648183,2015
,,Aurora Black,,Black,"Kenosha, WI",Kia,"16,499",Forte,LX Automatic,,2017 Kia Forte,"$13,791",,https://www.truecar.com/used-cars-for-sale/listing/3KPFL4A78HE021119/2017-kia-forte/,3KPFL4A78HE021119,2017
,,Signal Red,,Beige,"Waukegan, IL",Kia,"45,613",Rio,LX Automatic,,2017 Kia Rio,"$10,599",,https://www.truecar.com/used-cars-for-sale/listing/KNADM4A31H6005669/2017-kia-rio/,KNADM4A31H6005669,2017
,,Black,,,"Mundelein, IL",Kia,"67,249",Forte,LX automatic,,2013 Kia Forte,"$8,980",,https://www.truecar.com/used-cars-for-sale/listing/KNAFT4A28D5661984/2013-kia-forte/,KNAFT4A28D5661984,2013
,,Racing Red,,Black,"Belleville, WI",Kia,"84,000",Forte,EX automatic,,2014 Kia Forte,"$8,995",,https://www.truecar.com/used-cars-for-sale/listing/KNAFZ4A84E5064299/2014-kia-forte/,KNAFZ4A84E5064299,2014
,,Silver,,Beige,"Gurnee, IL",Kia,"35,307",Optima,4dr Sedan 2.4L Man LX,,2012 Kia Optima,"$10,599",,https://www.truecar.com/used-cars-for-sale/listing/KNAGM4A78C5269289/2012-kia-optima/,KNAGM4A78C5269289,2012
,,Deep Blue Pearl,,Charcoal,"Madison, WI",Nissan,"3,664",Sentra,S CVT,,2017 Nissan Sentra,"$14,195",,https://www.truecar.com/used-cars-for-sale/listing/3N1AB7AP0HY327084/2017-nissan-sentra/,3N1AB7AP0HY327084,2017
,,White,,Ebony,"Arlington Heights, IL",Acura,"106,178",TL,SH-AWD 6-Speed Manual with Technology Package,,2013 Acura TL,"$16,495",,https://www.truecar.com/used-cars-for-sale/listing/19UUA9E52DA000428/2013-acura-tl/,19UUA9E52DA000428,2013
,,Bellanova White Pearl,,Ebony,"Libertyville, IL",Acura,"31,227",TLX,FWD V6,,2015 Acura TLX,"$19,670",,https://www.truecar.com/used-cars-for-sale/listing/19UUB2F33FA010468/2015-acura-tlx/,19UUB2F33FA010468,2015
,,Vivid Blue Pearl,,Ebony,"Milwaukee, WI",Acura,"95,907",RSX,Manual,,2005 Acura RSX,"$7,995",,https://www.truecar.com/used-cars-for-sale/listing/JH4DC53895S000032/2005-acura-rsx/,JH4DC53895S000032,2005
,,Obsidian,,Black,"Schaumburg, IL",Lexus,"120,682",IS,4dr Sport Sedan Auto AWD,,2007 Lexus IS 250,"$9,499",,https://www.truecar.com/used-cars-for-sale/listing/JTHCK262972009238/2007-lexus-is-250/,JTHCK262972009238,2007
,,Nebula Gray Pearl,,,"Arlington Heights, IL",Lexus,"59,607",IS,2dr Conv Auto,,2012 Lexus IS 250C,"$18,943",,https://www.truecar.com/used-cars-for-sale/listing/JTHFF2C23C2525496/2012-lexus-is-250c/,JTHFF2C23C2525496,2012
,,Classic Silver Metallic,,Ash,"Gurnee, IL",Lexus,"175,500",ES,4dr Sedan,,2005 Lexus ES 330,"$3,800",,https://www.truecar.com/used-cars-for-sale/listing/JTHBA30G755123016/2005-lexus-es-330/,JTHBA30G755123016,2005
,,Blue,,Ash,"Madison, WI",Toyota,"17,532",Camry,LE,,2016 Toyota Camry,"$16,499",,https://www.truecar.com/used-cars-for-sale/listing/4T1BF1FK4GU610584/2016-toyota-camry/,4T1BF1FK4GU610584,2016
,,White,,,"Madison, WI",Toyota,"27,838",Corolla,LE,,2015 Toyota Corolla,"$14,400",,https://www.truecar.com/used-cars-for-sale/listing/5YFBURHE0FP218682/2015-toyota-corolla/,5YFBURHE0FP218682,2015
,,Super White,,Black,"Madison, WI",Toyota,"6,608",Corolla,S Plus,,2016 Toyota Corolla,"$17,000",,https://www.truecar.com/used-cars-for-sale/listing/2T1BURHE7GC724432/2016-toyota-corolla/,2T1BURHE7GC724432,2016
,,Brilliant Silver,,Charcoal,"Milwaukee, WI",Nissan,"38,136",Altima,2.5 S,,2015 Nissan Altima,"$11,995",,https://www.truecar.com/used-cars-for-sale/listing/1N4AL3AP5FC597376/2015-nissan-altima/,1N4AL3AP5FC597376,2015
,,Gray,,Charcoal,"West Allis, WI",Nissan,"48,190",Altima,2.5 SV,,2014 Nissan Altima,"$11,991",,https://www.truecar.com/used-cars-for-sale/listing/1N4AL3AP3EC326993/2014-nissan-altima/,1N4AL3AP3EC326993,2014
,,Gun Metallic,,,"Gurnee, IL",Nissan,"41,765",Altima,2.5 S,,2016 Nissan Altima,"$12,072",,https://www.truecar.com/used-cars-for-sale/listing/1N4AL3AP6GN368291/2016-nissan-altima/?zipcode=60031,1N4AL3AP6GN368291,2016
,,Black,,Black,"Milwaukee, WI",Nissan,"30,592",Altima,2.5,,2017 Nissan Altima,"$14,898",,https://www.truecar.com/used-cars-for-sale/listing/1N4AL3AP0HC173929/2017-nissan-altima/,1N4AL3AP0HC173929,2017
,,Shale Gray Metallic,,Gray W/Premium Cloth Seat Trim,"JANESVILLE, WI",Hyundai,"45,915",Elantra,SE Automatic,,2016 Hyundai Elantra,"$12,000",,https://www.truecar.com/used-cars-for-sale/listing/5NPDH4AE3GH772758/2016-hyundai-elantra/,5NPDH4AE3GH772758,2016
,,Lakeside Blue,,Gray W/Premium Cloth Seat Trim,"JANESVILLE, WI",Hyundai,"47,924",Elantra,SE Automatic,,2016 Hyundai Elantra,"$11,900",,https://www.truecar.com/used-cars-for-sale/listing/5NPDH4AE2GH786926/2016-hyundai-elantra/,5NPDH4AE2GH786926,2016
,,Black,,,"West Allis, WI",Hyundai,"25,219",Sonata,SE,,2015 Hyundai Sonata,"$13,895",,https://www.truecar.com/used-cars-for-sale/listing/5NPE24AF0FH001302/2015-hyundai-sonata/,5NPE24AF0FH001302,2015
,,Indigo Blue Pearl,,Gray,"Mt Pleasant, WI",Hyundai,"62,539",Sonata,GLS,,2013 Hyundai Sonata,"$8,990",,https://www.truecar.com/used-cars-for-sale/listing/5NPEB4AC5DH609500/2013-hyundai-sonata/,5NPEB4AC5DH609500,2013
,,Nebula Gray Pearl,,Light Gray W/Leather Trimmed Seating Or Semi-Anili,"West Allis, WI",Lexus,"83,946",ES,4dr Sedan,,2012 Lexus ES 350,"$14,995",,https://www.truecar.com/used-cars-for-sale/listing/JTHBK1EG5C2474743/2012-lexus-es-350/,JTHBK1EG5C2474743,2012
,,Pearl White,,Tan,"Palatine, IL",Lexus,"129,791",HS,4dr Sedan Premium,,2010 Lexus HS 250h,"$9,990",,https://www.truecar.com/used-cars-for-sale/listing/JTHBB1BA7A2019518/2010-lexus-hs-250h/,JTHBB1BA7A2019518,2010
,,Obsidian,,Black,"Glendale, WI",Lexus,"69,059",ES,4dr Sedan,,2011 Lexus ES 350,"$15,300",,https://www.truecar.com/used-cars-for-sale/listing/JTHBK1EG9B2448807/2011-lexus-es-350/,JTHBK1EG9B2448807,2011
,,Super White,,,"Rockford, IL",Toyota,"24,067",Corolla,LE Automatic,,2017 Toyota Corolla,"$14,472",,https://www.truecar.com/used-cars-for-sale/listing/5YFBURHE8HP639701/2017-toyota-corolla/?zipcode=61109,5YFBURHE8HP639701,2017
